nohup: ignoring input
Deepfashion Consumer-to-shop Attribute prediction using single model
arch           is: Resnet152
gpuId          is: 0
init lr        is: 0.001
num_classs     is: 257
batch size     is: 64
input_size     is: 224
relative_path  is: ../Img/
train_path     is: ../NewAnno/list_bbx_image_attr_train.txt
val_path       is: ../NewAnno/list_bbx_image_attr_val.txt
test_path      is: ../NewAnno/list_bbx_image_attr_test.txt
epochs         is: 50
savePath       is: ./checkpoint/BBX/NewAnno
resume         is: 
momentum       is: 0.9
zeroTrain      is: False
weight_decay   is: 0.0005
print_freq     is: 50
Conv_Type      is: 2
Branch         is: 17
Conv_Num       is: 5
Use GPU!
Start training.
Epoch:  0 lr is: [0.001]
        the 0th batch, loss is: 0.77420938   
    the 63250th batch, loss is: 0.11108374   
    the 63300th batch, loss is: 0.11969254   
    the 63350th batch, loss is: 0.09881604   
    the 63400th batch, loss is: 0.09660863   
    the 63450th batch, loss is: 0.10994323   
    the 63500th batch, loss is: 0.11186504   
    the 63550th batch, loss is: 0.09920274   
    the 63600th batch, loss is: 0.10628686   
    the 63650th batch, loss is: 0.11334116   
    the 63700th batch, loss is: 0.10723863   
    the 63750th batch, loss is: 0.1086793    
    the 63800th batch, loss is: 0.10483975   
    the 63850th batch, loss is: 0.09866369   
    the 63900th batch, loss is: 0.10868227   
    the 63950th batch, loss is: 0.10422079   
    the 64000th batch, loss is: 0.11791447   
    the 64050th batch, loss is: 0.10231706   
    the 64100th batch, loss is: 0.11124154   
    the 64150th batch, loss is: 0.09936234   
    the 64200th batch, loss is: 0.10773075   
    the 64250th batch, loss is: 0.10128456   
    the 64300th batch, loss is: 0.0994134    
    the 64350th batch, loss is: 0.11090611   
    the 64400th batch, loss is: 0.11567554   
    the 64450th batch, loss is: 0.10226735   
    the 64500th batch, loss is: 0.10664345   
    the 64550th batch, loss is: 0.10493161   
    the 64600th batch, loss is: 0.09318083   
    the 64650th batch, loss is: 0.09822628   
    the 64700th batch, loss is: 0.09571843   
    the 64750th batch, loss is: 0.11977683   
    the 64800th batch, loss is: 0.09731054   
    the 64850th batch, loss is: 0.1060588    
    the 64900th batch, loss is: 0.10554989   
    the 64950th batch, loss is: 0.11555861   
    the 65000th batch, loss is: 0.11281468   
    the 65050th batch, loss is: 0.10088703   
    the 65100th batch, loss is: 0.09929808   
    the 65150th batch, loss is: 0.09911176   
    the 65200th batch, loss is: 0.09853533   
    the 65250th batch, loss is: 0.106098     
    the 65300th batch, loss is: 0.100017     
    the 65350th batch, loss is: 0.10169503   
    the 65400th batch, loss is: 0.11566761   
    the 65450th batch, loss is: 0.10083427   
    the 65500th batch, loss is: 0.11759143   
    the 65550th batch, loss is: 0.10719537   
    the 65600th batch, loss is: 0.10392144   
    the 65650th batch, loss is: 0.10567144   
    the 65700th batch, loss is: 0.10166819   
    the 65750th batch, loss is: 0.09279784   
    the 65800th batch, loss is: 0.10370133   
    the 65850th batch, loss is: 0.11375467   
Epoch:  22 lr is: [0.001]
    the 65900th batch, loss is: 0.09721939   
    the 65950th batch, loss is: 0.11899169   
    the 66000th batch, loss is: 0.10384686   
    the 66050th batch, loss is: 0.10185956   
    the 66100th batch, loss is: 0.1046404    
    the 66150th batch, loss is: 0.09787033   
    the 66200th batch, loss is: 0.09920073   
    the 66250th batch, loss is: 0.11226863   
    the 66300th batch, loss is: 0.09488485   
    the 66350th batch, loss is: 0.10523266   
    the 66400th batch, loss is: 0.09890623   
    the 66450th batch, loss is: 0.10525584   
    the 66500th batch, loss is: 0.0998358    
    the 66550th batch, loss is: 0.09906747   
    the 66600th batch, loss is: 0.09381379   
    the 66650th batch, loss is: 0.1095275    
    the 66700th batch, loss is: 0.103191     
    the 66750th batch, loss is: 0.09977769   
    the 66800th batch, loss is: 0.10899004   
    the 66850th batch, loss is: 0.11987957   
    the 66900th batch, loss is: 0.09393471   
    the 66950th batch, loss is: 0.09901521   
    the 67000th batch, loss is: 0.09674649   
    the 67050th batch, loss is: 0.11258727   
    the 67100th batch, loss is: 0.11224349   
    the 67150th batch, loss is: 0.10305497   
    the 67200th batch, loss is: 0.09778592   
    the 67250th batch, loss is: 0.09069962   
    the 67300th batch, loss is: 0.10189525   
    the 67350th batch, loss is: 0.1059901    
    the 67400th batch, loss is: 0.11695903   
    the 67450th batch, loss is: 0.0956485    
    the 67500th batch, loss is: 0.09858733   
    the 67550th batch, loss is: 0.10909098   
    the 67600th batch, loss is: 0.10820074   
    the 67650th batch, loss is: 0.09589975   
    the 67700th batch, loss is: 0.10660277   
    the 67750th batch, loss is: 0.10546853   
    the 67800th batch, loss is: 0.09219687   
    the 67850th batch, loss is: 0.09651981   
    the 67900th batch, loss is: 0.10381085   
    the 67950th batch, loss is: 0.09606074   
    the 68000th batch, loss is: 0.08292516   
    the 68050th batch, loss is: 0.10095179   
    the 68100th batch, loss is: 0.10054578   
    the 68150th batch, loss is: 0.10175939   
    the 68200th batch, loss is: 0.10169502   
    the 68250th batch, loss is: 0.10664375   
    the 68300th batch, loss is: 0.10465413   
    the 68350th batch, loss is: 0.11075959   
    the 68400th batch, loss is: 0.10355914   
    the 68450th batch, loss is: 0.09240547   
    the 68500th batch, loss is: 0.10714096   
    the 68550th batch, loss is: 0.09736104   
    the 68600th batch, loss is: 0.10277179   
    the 68650th batch, loss is: 0.10038032   
    the 68700th batch, loss is: 0.09157818   
    the 68750th batch, loss is: 0.10932772   
    the 68800th batch, loss is: 0.11089492   
    the 68850th batch, loss is: 0.11500085   
Epoch:  23 lr is: [0.001]
    the 68900th batch, loss is: 0.10347929   
    the 68950th batch, loss is: 0.10170698   
    the 69000th batch, loss is: 0.09932177   
    the 69050th batch, loss is: 0.09147041   
    the 69100th batch, loss is: 0.10146444   
    the 69150th batch, loss is: 0.10157137   
    the 69200th batch, loss is: 0.09124077   
    the 69250th batch, loss is: 0.10357689   
    the 69300th batch, loss is: 0.09825242   
    the 69350th batch, loss is: 0.10063535   
    the 69400th batch, loss is: 0.08979584   
    the 69450th batch, loss is: 0.0912369    
    the 69500th batch, loss is: 0.10004944   
    the 69550th batch, loss is: 0.09938266   
    the 69600th batch, loss is: 0.10219482   
    the 69650th batch, loss is: 0.09721004   
    the 69700th batch, loss is: 0.11339942   
    the 69750th batch, loss is: 0.11318443   
    the 69800th batch, loss is: 0.09149548   
    the 69850th batch, loss is: 0.11124054   
    the 69900th batch, loss is: 0.09936357   
    the 69950th batch, loss is: 0.10869587   
    the 70000th batch, loss is: 0.10756243   
    the 70050th batch, loss is: 0.09729231   
    the 70100th batch, loss is: 0.10671426   
    the 70150th batch, loss is: 0.10030112   
    the 70200th batch, loss is: 0.1021994    
    the 70250th batch, loss is: 0.09471671   
    the 70300th batch, loss is: 0.08627938   
    the 70350th batch, loss is: 0.10467964   
    the 70400th batch, loss is: 0.08972213   
    the 70450th batch, loss is: 0.11310493   
    the 70500th batch, loss is: 0.08595298   
    the 70550th batch, loss is: 0.09741429   
    the 70600th batch, loss is: 0.10163238   
    the 70650th batch, loss is: 0.0917518    
    the 70700th batch, loss is: 0.10413897   
    the 70750th batch, loss is: 0.1055534    
    the 70800th batch, loss is: 0.10433643   
    the 70850th batch, loss is: 0.11327493   
    the 70900th batch, loss is: 0.09677598   
    the 70950th batch, loss is: 0.10774984   
    the 71000th batch, loss is: 0.12566234   
    the 71050th batch, loss is: 0.10857596   
    the 71100th batch, loss is: 0.09272246   
    the 71150th batch, loss is: 0.09367279   
    the 71200th batch, loss is: 0.10622425   
    the 71250th batch, loss is: 0.11062957   
    the 71300th batch, loss is: 0.09741352   
    the 71350th batch, loss is: 0.0923389    
    the 71400th batch, loss is: 0.08608323   
    the 71450th batch, loss is: 0.10401807   
    the 71500th batch, loss is: 0.09994898   
    the 71550th batch, loss is: 0.08324265   
    the 71600th batch, loss is: 0.1055207    
    the 71650th batch, loss is: 0.09593105   
    the 71700th batch, loss is: 0.09227043   
    the 71750th batch, loss is: 0.10070132   
    the 71800th batch, loss is: 0.09624778   
    the 71850th batch, loss is: 0.10098376   
Epoch:  24 lr is: [0.001]
    the 71900th batch, loss is: 0.09481055   
    the 71950th batch, loss is: 0.10133771   
    the 72000th batch, loss is: 0.09606699   
    the 72050th batch, loss is: 0.10097086   
    the 72100th batch, loss is: 0.09780005   
    the 72150th batch, loss is: 0.09337381   
    the 72200th batch, loss is: 0.10186099   
    the 72250th batch, loss is: 0.10868151   
    the 72300th batch, loss is: 0.10089694   
    the 72350th batch, loss is: 0.08927891   
    the 72400th batch, loss is: 0.10579661   
    the 72450th batch, loss is: 0.08892217   
    the 72500th batch, loss is: 0.10525721   
    the 72550th batch, loss is: 0.10664908   
    the 72600th batch, loss is: 0.08150127   
    the 72650th batch, loss is: 0.10949043   
    the 72700th batch, loss is: 0.10002605   
    the 72750th batch, loss is: 0.09638336   
    the 72800th batch, loss is: 0.10038654   
    the 72850th batch, loss is: 0.0998821    
    the 72900th batch, loss is: 0.09309743   
    the 72950th batch, loss is: 0.0990664    
    the 73000th batch, loss is: 0.10415227   
    the 73050th batch, loss is: 0.09664881   
    the 73100th batch, loss is: 0.09732016   
    the 73150th batch, loss is: 0.10029051   
    the 73200th batch, loss is: 0.08972887   
    the 73250th batch, loss is: 0.09354228   
    the 73300th batch, loss is: 0.10510335   
    the 73350th batch, loss is: 0.11316834   
    the 73400th batch, loss is: 0.10165368   
    the 73450th batch, loss is: 0.09110159   
    the 73500th batch, loss is: 0.10094374   
    the 73550th batch, loss is: 0.09063105   
    the 73600th batch, loss is: 0.10567813   
    the 73650th batch, loss is: 0.09215517   
    the 73700th batch, loss is: 0.09805188   
    the 73750th batch, loss is: 0.09612751   
    the 73800th batch, loss is: 0.0948271    
    the 73850th batch, loss is: 0.10985328   
    the 73900th batch, loss is: 0.10241597   
    the 73950th batch, loss is: 0.08457326   
    the 74000th batch, loss is: 0.09261164   
    the 74050th batch, loss is: 0.11098343   
    the 74100th batch, loss is: 0.09109689   
    the 74150th batch, loss is: 0.11152873   
    the 74200th batch, loss is: 0.0893819    
    the 74250th batch, loss is: 0.10207389   
    the 74300th batch, loss is: 0.10400787   
    the 74350th batch, loss is: 0.09025374   
    the 74400th batch, loss is: 0.10653898   
    the 74450th batch, loss is: 0.0960561    
    the 74500th batch, loss is: 0.10682826   
    the 74550th batch, loss is: 0.09663545   
    the 74600th batch, loss is: 0.09302      
    the 74650th batch, loss is: 0.10175814   
    the 74700th batch, loss is: 0.10345098   
    the 74750th batch, loss is: 0.10949109   
    the 74800th batch, loss is: 0.09499273   
    the 74850th batch, loss is: 0.09509815   
Epoch:  25 lr is: [0.001]
    the 74900th batch, loss is: 0.09789073   
    the 74950th batch, loss is: 0.09921026   
    the 75000th batch, loss is: 0.1186844    
    the 75050th batch, loss is: 0.10174745   
    the 75100th batch, loss is: 0.09999193   
    the 75150th batch, loss is: 0.08456858   
    the 75200th batch, loss is: 0.09827473   
    the 75250th batch, loss is: 0.0969453    
    the 75300th batch, loss is: 0.09566576   
    the 75350th batch, loss is: 0.10096408   
    the 75400th batch, loss is: 0.10032398   
    the 75450th batch, loss is: 0.10950153   
    the 75500th batch, loss is: 0.10209103   
    the 75550th batch, loss is: 0.10445558   
    the 75600th batch, loss is: 0.08432285   
    the 75650th batch, loss is: 0.08974481   
    the 75700th batch, loss is: 0.09593673   
    the 75750th batch, loss is: 0.09092769   
    the 75800th batch, loss is: 0.09521048   
    the 75850th batch, loss is: 0.11249022   
    the 75900th batch, loss is: 0.09914345   
    the 75950th batch, loss is: 0.10619723   
    the 76000th batch, loss is: 0.09275849   
    the 76050th batch, loss is: 0.09226758   
    the 76100th batch, loss is: 0.09371863   
    the 76150th batch, loss is: 0.09586344   
    the 76200th batch, loss is: 0.10465577   
    the 76250th batch, loss is: 0.0883366    
    the 76300th batch, loss is: 0.0872565    
    the 76350th batch, loss is: 0.0881754    
    the 76400th batch, loss is: 0.10035879   
    the 76450th batch, loss is: 0.09853607   
    the 76500th batch, loss is: 0.08831277   
    the 76550th batch, loss is: 0.09876904   
    the 76600th batch, loss is: 0.09415615   
    the 76650th batch, loss is: 0.08301692   
    the 76700th batch, loss is: 0.10671509   
    the 76750th batch, loss is: 0.10815487   
    the 76800th batch, loss is: 0.10128967   
    the 76850th batch, loss is: 0.09815989   
    the 76900th batch, loss is: 0.10501444   
    the 76950th batch, loss is: 0.10286509   
    the 77000th batch, loss is: 0.10062858   
    the 77050th batch, loss is: 0.10686053   
    the 77100th batch, loss is: 0.09152091   
    the 77150th batch, loss is: 0.09559028   
    the 77200th batch, loss is: 0.1018122    
    the 77250th batch, loss is: 0.09724411   
    the 77300th batch, loss is: 0.10708009   
    the 77350th batch, loss is: 0.10012469   
    the 77400th batch, loss is: 0.09947775   
    the 77450th batch, loss is: 0.10716935   
    the 77500th batch, loss is: 0.10138969   
    the 77550th batch, loss is: 0.08616585   
    the 77600th batch, loss is: 0.10515381   
    the 77650th batch, loss is: 0.10064883   
    the 77700th batch, loss is: 0.1161229    
    the 77750th batch, loss is: 0.09592907   
    the 77800th batch, loss is: 0.09561707   
    the 77850th batch, loss is: 0.09753296   
Epoch:  26 lr is: [0.001]
    the 77900th batch, loss is: 0.09626259   
    the 77950th batch, loss is: 0.09561654   
    the 78000th batch, loss is: 0.09717863   
    the 78050th batch, loss is: 0.10666876   
    the 78100th batch, loss is: 0.08572333   
    the 78150th batch, loss is: 0.08969313   
    the 78200th batch, loss is: 0.09829782   
    the 78250th batch, loss is: 0.09138687   
    the 78300th batch, loss is: 0.10051911   
    the 78350th batch, loss is: 0.1028863    
    the 78400th batch, loss is: 0.09257383   
    the 78450th batch, loss is: 0.09835411   
    the 78500th batch, loss is: 0.10091003   
    the 78550th batch, loss is: 0.09245323   
    the 78600th batch, loss is: 0.10674314   
    the 78650th batch, loss is: 0.09950522   
    the 78700th batch, loss is: 0.09732183   
    the 78750th batch, loss is: 0.09572564   
    the 78800th batch, loss is: 0.09015819   
    the 78850th batch, loss is: 0.10094284   
    the 78900th batch, loss is: 0.08124466   
    the 78950th batch, loss is: 0.11135139   
    the 79000th batch, loss is: 0.09038999   
    the 79050th batch, loss is: 0.09862385   
    the 79100th batch, loss is: 0.10879705   
    the 79150th batch, loss is: 0.08883427   
    the 79200th batch, loss is: 0.10190368   
    the 79250th batch, loss is: 0.09546141   
    the 79300th batch, loss is: 0.09508704   
    the 79350th batch, loss is: 0.09874365   
    the 79400th batch, loss is: 0.09334373   
    the 79450th batch, loss is: 0.09519114   
    the 79500th batch, loss is: 0.09572558   
    the 79550th batch, loss is: 0.08687141   
    the 79600th batch, loss is: 0.09581872   
    the 79650th batch, loss is: 0.11439191   
    the 79700th batch, loss is: 0.09912454   
    the 79750th batch, loss is: 0.09241901   
    the 79800th batch, loss is: 0.0921286    
    the 79850th batch, loss is: 0.0983826    
    the 79900th batch, loss is: 0.10043205   
    the 79950th batch, loss is: 0.10249089   
    the 80000th batch, loss is: 0.08816878   
    the 80050th batch, loss is: 0.09824999   
    the 80100th batch, loss is: 0.09525066   
    the 80150th batch, loss is: 0.10513315   
    the 80200th batch, loss is: 0.09063731   
    the 80250th batch, loss is: 0.09463298   
    the 80300th batch, loss is: 0.09894167   
    the 80350th batch, loss is: 0.09590463   
    the 80400th batch, loss is: 0.08268028   
    the 80450th batch, loss is: 0.10698739   
    the 80500th batch, loss is: 0.09611848   
    the 80550th batch, loss is: 0.10037785   
    the 80600th batch, loss is: 0.09697171   
    the 80650th batch, loss is: 0.09012114   
    the 80700th batch, loss is: 0.10171986   
    the 80750th batch, loss is: 0.0977903    
    the 80800th batch, loss is: 0.10381371   
    the 80850th batch, loss is: 0.09098224   
Epoch:  27 lr is: [0.001]
    the 80900th batch, loss is: 0.08705851   
    the 80950th batch, loss is: 0.09516744   
    the 81000th batch, loss is: 0.08766575   
    the 81050th batch, loss is: 0.1011797    
    the 81100th batch, loss is: 0.09778113   
    the 81150th batch, loss is: 0.09644037   
    the 81200th batch, loss is: 0.09510256   
    the 81250th batch, loss is: 0.0961797    
    the 81300th batch, loss is: 0.08816741   
    the 81350th batch, loss is: 0.08290719   
    the 81400th batch, loss is: 0.09350145   
    the 81450th batch, loss is: 0.09610552   
    the 81500th batch, loss is: 0.08818105   
    the 81550th batch, loss is: 0.09816965   
    the 81600th batch, loss is: 0.09199838   
    the 81650th batch, loss is: 0.09184534   
    the 81700th batch, loss is: 0.09585433   
    the 81750th batch, loss is: 0.09978807   
    the 81800th batch, loss is: 0.09528472   
    the 81850th batch, loss is: 0.08577425   
    the 81900th batch, loss is: 0.1005379    
    the 81950th batch, loss is: 0.10132042   
    the 82000th batch, loss is: 0.08848165   
    the 82050th batch, loss is: 0.09523756   
    the 82100th batch, loss is: 0.09982935   
    the 82150th batch, loss is: 0.0895914    
    the 82200th batch, loss is: 0.09647042   
    the 82250th batch, loss is: 0.09628482   
    the 82300th batch, loss is: 0.09123988   
    the 82350th batch, loss is: 0.09975441   
    the 82400th batch, loss is: 0.0963639    
    the 82450th batch, loss is: 0.09555329   
    the 82500th batch, loss is: 0.08637694   
    the 82550th batch, loss is: 0.08909778   
    the 82600th batch, loss is: 0.08633195   
    the 82650th batch, loss is: 0.09828597   
    the 82700th batch, loss is: 0.09202483   
    the 82750th batch, loss is: 0.09081077   
    the 82800th batch, loss is: 0.0858087    
    the 82850th batch, loss is: 0.09694849   
    the 82900th batch, loss is: 0.09220705   
    the 82950th batch, loss is: 0.09347938   
    the 83000th batch, loss is: 0.09830407   
    the 83050th batch, loss is: 0.09004907   
    the 83100th batch, loss is: 0.08273706   
    the 83150th batch, loss is: 0.09027868   
    the 83200th batch, loss is: 0.08847427   
    the 83250th batch, loss is: 0.10077891   
    the 83300th batch, loss is: 0.09901287   
    the 83350th batch, loss is: 0.09481707   
    the 83400th batch, loss is: 0.09214274   
    the 83450th batch, loss is: 0.09242166   
    the 83500th batch, loss is: 0.10061881   
    the 83550th batch, loss is: 0.10236853   
    the 83600th batch, loss is: 0.09795582   
    the 83650th batch, loss is: 0.1000258    
    the 83700th batch, loss is: 0.09651507   
    the 83750th batch, loss is: 0.0971844    
    the 83800th batch, loss is: 0.08462436   
    the 83850th batch, loss is: 0.09902579   
Epoch:  28 lr is: [0.001]
    the 83900th batch, loss is: 0.09639706   
    the 83950th batch, loss is: 0.09534834   
    the 84000th batch, loss is: 0.08749633   
    the 84050th batch, loss is: 0.09196978   
    the 84100th batch, loss is: 0.09127882   
    the 84150th batch, loss is: 0.07983462   
    the 84200th batch, loss is: 0.0867295    
    the 84250th batch, loss is: 0.09354558   
    the 84300th batch, loss is: 0.09228099   
    the 84350th batch, loss is: 0.09902871   
    the 84400th batch, loss is: 0.09012675   
    the 84450th batch, loss is: 0.10299474   
    the 84500th batch, loss is: 0.09907418   
    the 84550th batch, loss is: 0.08308633   
    the 84600th batch, loss is: 0.08136323   
    the 84650th batch, loss is: 0.09401013   
    the 84700th batch, loss is: 0.08315226   
    the 84750th batch, loss is: 0.0835952    
    the 84800th batch, loss is: 0.08272545   
    the 84850th batch, loss is: 0.08468105   
    the 84900th batch, loss is: 0.09946179   
    the 84950th batch, loss is: 0.09839221   
    the 85000th batch, loss is: 0.09587125   
    the 85050th batch, loss is: 0.0866538    
    the 85100th batch, loss is: 0.09938777   
    the 85150th batch, loss is: 0.08933812   
    the 85200th batch, loss is: 0.07865884   
    the 85250th batch, loss is: 0.106718     
    the 85300th batch, loss is: 0.08984311   
    the 85350th batch, loss is: 0.10497958   
    the 85400th batch, loss is: 0.09193819   
    the 85450th batch, loss is: 0.09666445   
    the 85500th batch, loss is: 0.0868651    
    the 85550th batch, loss is: 0.08734602   
    the 85600th batch, loss is: 0.09870036   
    the 85650th batch, loss is: 0.09656128   
    the 85700th batch, loss is: 0.09024466   
    the 85750th batch, loss is: 0.093531     
    the 85800th batch, loss is: 0.07888428   
    the 85850th batch, loss is: 0.09983375   
    the 85900th batch, loss is: 0.09966824   
    the 85950th batch, loss is: 0.0901368    
    the 86000th batch, loss is: 0.07718734   
    the 86050th batch, loss is: 0.09067717   
    the 86100th batch, loss is: 0.09114556   
    the 86150th batch, loss is: 0.08970954   
    the 86200th batch, loss is: 0.09323313   
    the 86250th batch, loss is: 0.08741722   
    the 86300th batch, loss is: 0.0932928    
    the 86350th batch, loss is: 0.11101617   
    the 86400th batch, loss is: 0.08995275   
    the 86450th batch, loss is: 0.09598921   
    the 86500th batch, loss is: 0.09486749   
    the 86550th batch, loss is: 0.10055301   
    the 86600th batch, loss is: 0.08979787   
    the 86650th batch, loss is: 0.0902051    
    the 86700th batch, loss is: 0.09698523   
    the 86750th batch, loss is: 0.09648699   
    the 86800th batch, loss is: 0.0844406    
    the 86850th batch, loss is: 0.09169373   
Epoch:  29 lr is: [0.001]
    the 86900th batch, loss is: 0.08471811   
    the 86950th batch, loss is: 0.09536781   
    the 87000th batch, loss is: 0.10047869   
    the 87050th batch, loss is: 0.08346103   
    the 87100th batch, loss is: 0.08906483   
    the 87150th batch, loss is: 0.07856926   
    the 87200th batch, loss is: 0.09646928   
    the 87250th batch, loss is: 0.09179659   
    the 87300th batch, loss is: 0.08665629   
    the 87350th batch, loss is: 0.08584994   
    the 87400th batch, loss is: 0.0898203    
    the 87450th batch, loss is: 0.0898412    
    the 87500th batch, loss is: 0.08764009   
    the 87550th batch, loss is: 0.08090308   
    the 87600th batch, loss is: 0.09547886   
    the 87650th batch, loss is: 0.07947085   
    the 87700th batch, loss is: 0.09245247   
    the 87750th batch, loss is: 0.10125482   
    the 87800th batch, loss is: 0.08284226   
    the 87850th batch, loss is: 0.09394102   
    the 87900th batch, loss is: 0.09789123   
    the 87950th batch, loss is: 0.09415666   
    the 88000th batch, loss is: 0.08683308   
    the 88050th batch, loss is: 0.08665946   
    the 88100th batch, loss is: 0.08439336   
    the 88150th batch, loss is: 0.09746104   
    the 88200th batch, loss is: 0.09103407   
    the 88250th batch, loss is: 0.09198994   
    the 88300th batch, loss is: 0.09759273   
    the 88350th batch, loss is: 0.08552843   
    the 88400th batch, loss is: 0.09766298   
    the 88450th batch, loss is: 0.09437761   
    the 88500th batch, loss is: 0.09248162   
    the 88550th batch, loss is: 0.09483846   
    the 88600th batch, loss is: 0.09507991   
    the 88650th batch, loss is: 0.09496936   
    the 88700th batch, loss is: 0.08759022   
    the 88750th batch, loss is: 0.09173086   
    the 88800th batch, loss is: 0.09463356   
    the 88850th batch, loss is: 0.09821939   
    the 88900th batch, loss is: 0.08304017   
    the 88950th batch, loss is: 0.10537774   
    the 89000th batch, loss is: 0.09857269   
    the 89050th batch, loss is: 0.09863959   
    the 89100th batch, loss is: 0.08841378   
    the 89150th batch, loss is: 0.08789607   
    the 89200th batch, loss is: 0.09664451   
    the 89250th batch, loss is: 0.0928243    
    the 89300th batch, loss is: 0.07859477   
    the 89350th batch, loss is: 0.08642124   
    the 89400th batch, loss is: 0.08062871   
    the 89450th batch, loss is: 0.09186469   
    the 89500th batch, loss is: 0.08158417   
    the 89550th batch, loss is: 0.08201823   
    the 89600th batch, loss is: 0.09164047   
    the 89650th batch, loss is: 0.08116894   
    the 89700th batch, loss is: 0.0870001    
    the 89750th batch, loss is: 0.08615853   
    the 89800th batch, loss is: 0.10258911   
Epoch:  30 lr is: [0.001]
    the 89850th batch, loss is: 0.09113943   
    the 89900th batch, loss is: 0.09297274   
    the 89950th batch, loss is: 0.0837336    
    the 90000th batch, loss is: 0.08284382   
    the 90050th batch, loss is: 0.08327151   
    the 90100th batch, loss is: 0.08186211   
    the 90150th batch, loss is: 0.08707179   
    the 90200th batch, loss is: 0.08937168   
    the 90250th batch, loss is: 0.09725795   
    the 90300th batch, loss is: 0.09232449   
    the 90350th batch, loss is: 0.08913115   
    the 90400th batch, loss is: 0.08669941   
    the 90450th batch, loss is: 0.08646404   
    the 90500th batch, loss is: 0.09636699   
    the 90550th batch, loss is: 0.08715685   
    the 90600th batch, loss is: 0.08689272   
    the 90650th batch, loss is: 0.08073689   
    the 90700th batch, loss is: 0.08919698   
    the 90750th batch, loss is: 0.08416761   
    the 90800th batch, loss is: 0.08331679   
    the 90850th batch, loss is: 0.08279179   
    the 90900th batch, loss is: 0.08725184   
    the 90950th batch, loss is: 0.08916881   
    the 91000th batch, loss is: 0.09691478   
    the 91050th batch, loss is: 0.09290403   
    the 91100th batch, loss is: 0.09592071   
    the 91150th batch, loss is: 0.09355223   
    the 91200th batch, loss is: 0.08977008   
    the 91250th batch, loss is: 0.09649916   
    the 91300th batch, loss is: 0.0797307    
    the 91350th batch, loss is: 0.08508421   
    the 91400th batch, loss is: 0.09081519   
    the 91450th batch, loss is: 0.08218778   
    the 91500th batch, loss is: 0.08763827   
    the 91550th batch, loss is: 0.08814183   
    the 91600th batch, loss is: 0.08063066   
    the 91650th batch, loss is: 0.10371649   
    the 91700th batch, loss is: 0.08873773   
    the 91750th batch, loss is: 0.09065709   
    the 91800th batch, loss is: 0.08939213   
    the 91850th batch, loss is: 0.10086397   
    the 91900th batch, loss is: 0.08480165   
    the 91950th batch, loss is: 0.08565621   
    the 92000th batch, loss is: 0.086869     
    the 92050th batch, loss is: 0.09403622   
    the 92100th batch, loss is: 0.08980799   
    the 92150th batch, loss is: 0.09088157   
    the 92200th batch, loss is: 0.07971057   
    the 92250th batch, loss is: 0.09245529   
    the 92300th batch, loss is: 0.09311753   
    the 92350th batch, loss is: 0.07723419   
    the 92400th batch, loss is: 0.09286511   
    the 92450th batch, loss is: 0.0779808    
    the 92500th batch, loss is: 0.09221686   
    the 92550th batch, loss is: 0.08669806   
    the 92600th batch, loss is: 0.1025045    
    the 92650th batch, loss is: 0.09687368   
    the 92700th batch, loss is: 0.0915288    
    the 92750th batch, loss is: 0.09460723   
    the 92800th batch, loss is: 0.09724303   
Epoch:  31 lr is: [0.001]
    the 92850th batch, loss is: 0.09352987   
    the 92900th batch, loss is: 0.09547834   
    the 92950th batch, loss is: 0.08765665   
    the 93000th batch, loss is: 0.09630431   
    the 93050th batch, loss is: 0.09880282   
    the 93100th batch, loss is: 0.08900532   
    the 93150th batch, loss is: 0.08877022   
    the 93200th batch, loss is: 0.10104596   
    the 93250th batch, loss is: 0.08272638   
    the 93300th batch, loss is: 0.08945451   
    the 93350th batch, loss is: 0.08496905   
    the 93400th batch, loss is: 0.08514995   
    the 93450th batch, loss is: 0.08690015   
    the 93500th batch, loss is: 0.09513279   
    the 93550th batch, loss is: 0.0877627    
    the 93600th batch, loss is: 0.08565518   
    the 93650th batch, loss is: 0.08412774   
    the 93700th batch, loss is: 0.08706056   
    the 93750th batch, loss is: 0.08704604   
    the 93800th batch, loss is: 0.08391161   
    the 93850th batch, loss is: 0.09022587   
    the 93900th batch, loss is: 0.09169288   
    the 93950th batch, loss is: 0.0864809    
    the 94000th batch, loss is: 0.07985665   
    the 94050th batch, loss is: 0.09991013   
    the 94100th batch, loss is: 0.09164835   
    the 94150th batch, loss is: 0.07778079   
    the 94200th batch, loss is: 0.08413439   
    the 94250th batch, loss is: 0.09722226   
    the 94300th batch, loss is: 0.0964736    
    the 94350th batch, loss is: 0.07704382   
    the 94400th batch, loss is: 0.08616941   
    the 94450th batch, loss is: 0.08241462   
    the 94500th batch, loss is: 0.0912531    
    the 94550th batch, loss is: 0.08416719   
    the 94600th batch, loss is: 0.08470919   
    the 94650th batch, loss is: 0.08861762   
    the 94700th batch, loss is: 0.08305785   
    the 94750th batch, loss is: 0.07982736   
    the 94800th batch, loss is: 0.08821171   
    the 94850th batch, loss is: 0.09001484   
    the 94900th batch, loss is: 0.09944484   
    the 94950th batch, loss is: 0.0921559    
    the 95000th batch, loss is: 0.08574909   
    the 95050th batch, loss is: 0.08721994   
    the 95100th batch, loss is: 0.10080463   
    the 95150th batch, loss is: 0.10072717   
    the 95200th batch, loss is: 0.1000656    
