nohup: ignoring input
Deepfashion Consumer-to-shop Attribute prediction using single model
arch           is: Resnet152
gpuId          is: 1
init lr        is: 0.001
num_classs     is: 257
batch size     is: 64
input_size     is: 224
relative_path  is: ../Img/
train_path     is: ../NewAnno/list_bbx_image_attr_train.txt
val_path       is: ../NewAnno/list_bbx_image_attr_val.txt
test_path      is: ../NewAnno/list_bbx_image_attr_test.txt
epochs         is: 50
savePath       is: ./checkpoint/BBX/NewAnnoCleaned
resume         is: 
momentum       is: 0.9
zeroTrain      is: False
weight_decay   is: 0.0005
print_freq     is: 50
Conv_Type      is: 2
Branch         is: 17
Conv_Num       is: 5
Use GPU!
Start training.
('Epoch: ', 0, 'lr is: [0.001]')
        the 0th batch, loss is: 1.19982612   
('Epoch: ', 21, 'lr is: [0.001]')
    the 62900th batch, loss is: 0.09560145   
    the 62950th batch, loss is: 0.09131853   
    the 63000th batch, loss is: 0.09380563   
    the 63050th batch, loss is: 0.09250743   
    the 63100th batch, loss is: 0.07752667   
    the 63150th batch, loss is: 0.08856467   
    the 63200th batch, loss is: 0.09472946   
    the 63250th batch, loss is: 0.08595306   
    the 63300th batch, loss is: 0.08238488   
    the 63350th batch, loss is: 0.12339914   
    the 63400th batch, loss is: 0.09870321   
    the 63450th batch, loss is: 0.07996952   
    the 63500th batch, loss is: 0.06108574   
    the 63550th batch, loss is: 0.08932429   
    the 63600th batch, loss is: 0.10674068   
    the 63650th batch, loss is: 0.09820203   
    the 63700th batch, loss is: 0.0916192    
    the 63750th batch, loss is: 0.08608948   
    the 63800th batch, loss is: 0.12436075   
    the 63850th batch, loss is: 0.07996573   
    the 63900th batch, loss is: 0.1068214    
    the 63950th batch, loss is: 0.09430031   
    the 64000th batch, loss is: 0.10277068   
    the 64050th batch, loss is: 0.09249207   
    the 64100th batch, loss is: 0.10679314   
    the 64150th batch, loss is: 0.0937984    
    the 64200th batch, loss is: 0.10186817   
    the 64250th batch, loss is: 0.09621724   
    the 64300th batch, loss is: 0.0827678    
    the 64350th batch, loss is: 0.07718715   
    the 64400th batch, loss is: 0.08603655   
    the 64450th batch, loss is: 0.08819516   
    the 64500th batch, loss is: 0.09974451   
    the 64550th batch, loss is: 0.09923812   
    the 64600th batch, loss is: 0.09110937   
    the 64650th batch, loss is: 0.0951684    
    the 64700th batch, loss is: 0.08276562   
    the 64750th batch, loss is: 0.10428032   
    the 64800th batch, loss is: 0.08798689   
    the 64850th batch, loss is: 0.09862881   
    the 64900th batch, loss is: 0.09759105   
    the 64950th batch, loss is: 0.09839725   
    the 65000th batch, loss is: 0.09029994   
    the 65050th batch, loss is: 0.11936627   
    the 65100th batch, loss is: 0.07563866   
    the 65150th batch, loss is: 0.10052215   
    the 65200th batch, loss is: 0.09334078   
    the 65250th batch, loss is: 0.11231098   
    the 65300th batch, loss is: 0.09383276   
    the 65350th batch, loss is: 0.10035551   
    the 65400th batch, loss is: 0.09064095   
    the 65450th batch, loss is: 0.10000434   
    the 65500th batch, loss is: 0.0992758    
    the 65550th batch, loss is: 0.084217     
    the 65600th batch, loss is: 0.08406843   
    the 65650th batch, loss is: 0.08959859   
    the 65700th batch, loss is: 0.10458613   
    the 65750th batch, loss is: 0.09498215   
    the 65800th batch, loss is: 0.11438157   
    the 65850th batch, loss is: 0.09316105   
('Epoch: ', 22, 'lr is: [0.001]')
    the 65900th batch, loss is: 0.08323576   
    the 65950th batch, loss is: 0.07292656   
    the 66000th batch, loss is: 0.08768754   
    the 66050th batch, loss is: 0.10203291   
    the 66100th batch, loss is: 0.08612357   
    the 66150th batch, loss is: 0.09758429   
    the 66200th batch, loss is: 0.08846604   
    the 66250th batch, loss is: 0.08936589   
    the 66300th batch, loss is: 0.08187152   
    the 66350th batch, loss is: 0.0853788    
    the 66400th batch, loss is: 0.08974027   
    the 66450th batch, loss is: 0.07363219   
    the 66500th batch, loss is: 0.09491231   
    the 66550th batch, loss is: 0.09697805   
    the 66600th batch, loss is: 0.09837788   
    the 66650th batch, loss is: 0.08164996   
    the 66700th batch, loss is: 0.08856961   
    the 66750th batch, loss is: 0.07741686   
    the 66800th batch, loss is: 0.09050246   
    the 66850th batch, loss is: 0.10235126   
    the 66900th batch, loss is: 0.08235      
    the 66950th batch, loss is: 0.08599024   
    the 67000th batch, loss is: 0.09352998   
    the 67050th batch, loss is: 0.07777817   
    the 67100th batch, loss is: 0.08723816   
    the 67150th batch, loss is: 0.08101927   
    the 67200th batch, loss is: 0.08063827   
    the 67250th batch, loss is: 0.09580476   
    the 67300th batch, loss is: 0.09731282   
    the 67350th batch, loss is: 0.08667865   
    the 67400th batch, loss is: 0.09069211   
    the 67450th batch, loss is: 0.09479347   
    the 67500th batch, loss is: 0.09156512   
    the 67550th batch, loss is: 0.10885724   
    the 67600th batch, loss is: 0.0982745    
    the 67650th batch, loss is: 0.09671605   
    the 67700th batch, loss is: 0.07463042   
    the 67750th batch, loss is: 0.08521283   
    the 67800th batch, loss is: 0.08165273   
    the 67850th batch, loss is: 0.09722006   
    the 67900th batch, loss is: 0.10158395   
    the 67950th batch, loss is: 0.08522819   
    the 68000th batch, loss is: 0.09287477   
    the 68050th batch, loss is: 0.08346611   
    the 68100th batch, loss is: 0.07691295   
    the 68150th batch, loss is: 0.08561578   
    the 68200th batch, loss is: 0.08537062   
    the 68250th batch, loss is: 0.08423923   
    the 68300th batch, loss is: 0.09519536   
    the 68350th batch, loss is: 0.08977207   
    the 68400th batch, loss is: 0.09298941   
    the 68450th batch, loss is: 0.08848826   
    the 68500th batch, loss is: 0.09530763   
    the 68550th batch, loss is: 0.09649471   
    the 68600th batch, loss is: 0.0867691    
    the 68650th batch, loss is: 0.0940259    
    the 68700th batch, loss is: 0.09291081   
    the 68750th batch, loss is: 0.093724     
    the 68800th batch, loss is: 0.09646624   
    the 68850th batch, loss is: 0.09678335   
('Epoch: ', 23, 'lr is: [0.001]')
    the 68900th batch, loss is: 0.08748675   
    the 68950th batch, loss is: 0.07962803   
    the 69000th batch, loss is: 0.07903076   
    the 69050th batch, loss is: 0.08315735   
    the 69100th batch, loss is: 0.08226006   
    the 69150th batch, loss is: 0.08906709   
    the 69200th batch, loss is: 0.07676622   
    the 69250th batch, loss is: 0.08454134   
    the 69300th batch, loss is: 0.08339243   
    the 69350th batch, loss is: 0.08674002   
    the 69400th batch, loss is: 0.08162095   
    the 69450th batch, loss is: 0.0816915    
    the 69500th batch, loss is: 0.08875566   
    the 69550th batch, loss is: 0.08192604   
    the 69600th batch, loss is: 0.09663036   
    the 69650th batch, loss is: 0.08103096   
    the 69700th batch, loss is: 0.07472301   
    the 69750th batch, loss is: 0.08102971   
    the 69800th batch, loss is: 0.08367976   
    the 69850th batch, loss is: 0.09248658   
    the 69900th batch, loss is: 0.07313149   
    the 69950th batch, loss is: 0.07921977   
    the 70000th batch, loss is: 0.09277564   
    the 70050th batch, loss is: 0.08201484   
    the 70100th batch, loss is: 0.07368051   
    the 70150th batch, loss is: 0.08796039   
    the 70200th batch, loss is: 0.08479933   
    the 70250th batch, loss is: 0.1022987    
    the 70300th batch, loss is: 0.0845241    
    the 70350th batch, loss is: 0.07500342   
    the 70400th batch, loss is: 0.07904935   
    the 70450th batch, loss is: 0.08026871   
    the 70500th batch, loss is: 0.11015394   
    the 70550th batch, loss is: 0.09480759   
    the 70600th batch, loss is: 0.11643511   
    the 70650th batch, loss is: 0.08294318   
    the 70700th batch, loss is: 0.09250269   
    the 70750th batch, loss is: 0.08586347   
    the 70800th batch, loss is: 0.09132531   
    the 70850th batch, loss is: 0.10841997   
    the 70900th batch, loss is: 0.09157316   
    the 70950th batch, loss is: 0.089997     
    the 71000th batch, loss is: 0.09166454   
    the 71050th batch, loss is: 0.09401481   
    the 71100th batch, loss is: 0.10111102   
    the 71150th batch, loss is: 0.0799122    
    the 71200th batch, loss is: 0.08087405   
    the 71250th batch, loss is: 0.09841096   
    the 71300th batch, loss is: 0.07943473   
    the 71350th batch, loss is: 0.09649219   
    the 71400th batch, loss is: 0.10335666   
    the 71450th batch, loss is: 0.09957096   
    the 71500th batch, loss is: 0.08687047   
    the 71550th batch, loss is: 0.08994792   
    the 71600th batch, loss is: 0.09731342   
    the 71650th batch, loss is: 0.09281402   
    the 71700th batch, loss is: 0.08585428   
    the 71750th batch, loss is: 0.09581887   
    the 71800th batch, loss is: 0.10027417   
    the 71850th batch, loss is: 0.08566012   
('Epoch: ', 24, 'lr is: [0.001]')
    the 71900th batch, loss is: 0.08449212   
    the 71950th batch, loss is: 0.16711743   
    the 72000th batch, loss is: 0.09388214   
    the 72050th batch, loss is: 0.09967764   
    the 72100th batch, loss is: 0.07945901   
    the 72150th batch, loss is: 0.08515306   
    the 72200th batch, loss is: 0.07883868   
    the 72250th batch, loss is: 0.09086725   
    the 72300th batch, loss is: 0.0899964    
    the 72350th batch, loss is: 0.08888084   
    the 72400th batch, loss is: 0.09725314   
    the 72450th batch, loss is: 0.08831534   
    the 72500th batch, loss is: 0.07746101   
    the 72550th batch, loss is: 0.08550586   
    the 72600th batch, loss is: 0.09613404   
    the 72650th batch, loss is: 0.0806577    
    the 72700th batch, loss is: 0.10583182   
    the 72750th batch, loss is: 0.09358101   
    the 72800th batch, loss is: 0.09238243   
    the 72850th batch, loss is: 0.09030747   
    the 72900th batch, loss is: 0.07342513   
    the 72950th batch, loss is: 0.09368885   
    the 73000th batch, loss is: 0.07045762   
    the 73050th batch, loss is: 0.07598778   
    the 73100th batch, loss is: 0.07735001   
    the 73150th batch, loss is: 0.08691087   
    the 73200th batch, loss is: 0.08925781   
    the 73250th batch, loss is: 0.08735602   
    the 73300th batch, loss is: 0.07071363   
    the 73350th batch, loss is: 0.09234632   
    the 73400th batch, loss is: 0.08076403   
    the 73450th batch, loss is: 0.08909971   
    the 73500th batch, loss is: 0.07125186   
    the 73550th batch, loss is: 0.11251158   
    the 73600th batch, loss is: 0.09514731   
    the 73650th batch, loss is: 0.10949318   
    the 73700th batch, loss is: 0.08571456   
    the 73750th batch, loss is: 0.07649609   
    the 73800th batch, loss is: 0.09164316   
    the 73850th batch, loss is: 0.08649126   
    the 73900th batch, loss is: 0.07611555   
    the 73950th batch, loss is: 0.08302356   
    the 74000th batch, loss is: 0.08669011   
    the 74050th batch, loss is: 0.06988218   
    the 74100th batch, loss is: 0.08928352   
    the 74150th batch, loss is: 0.07218096   
    the 74200th batch, loss is: 0.08032226   
    the 74250th batch, loss is: 0.09524947   
    the 74300th batch, loss is: 0.07953969   
    the 74350th batch, loss is: 0.08791235   
    the 74400th batch, loss is: 0.07439455   
    the 74450th batch, loss is: 0.1023096    
    the 74500th batch, loss is: 0.09566048   
    the 74550th batch, loss is: 0.07414829   
    the 74600th batch, loss is: 0.08406309   
    the 74650th batch, loss is: 0.08132086   
    the 74700th batch, loss is: 0.07550108   
    the 74750th batch, loss is: 0.07566891   
    the 74800th batch, loss is: 0.08194404   
    the 74850th batch, loss is: 0.10034025   
('Epoch: ', 25, 'lr is: [0.001]')
    the 74900th batch, loss is: 0.07310537   
    the 74950th batch, loss is: 0.08062636   
    the 75000th batch, loss is: 0.08206316   
    the 75050th batch, loss is: 0.07352813   
    the 75100th batch, loss is: 0.07573568   
    the 75150th batch, loss is: 0.07353142   
    the 75200th batch, loss is: 0.08238784   
    the 75250th batch, loss is: 0.07026046   
    the 75300th batch, loss is: 0.08035712   
    the 75350th batch, loss is: 0.08479327   
    the 75400th batch, loss is: 0.08571392   
    the 75450th batch, loss is: 0.08420965   
    the 75500th batch, loss is: 0.08475503   
    the 75550th batch, loss is: 0.06938685   
    the 75600th batch, loss is: 0.08140817   
    the 75650th batch, loss is: 0.0993125    
    the 75700th batch, loss is: 0.07400569   
    the 75750th batch, loss is: 0.08919857   
    the 75800th batch, loss is: 0.06979603   
    the 75850th batch, loss is: 0.07335743   
    the 75900th batch, loss is: 0.08843662   
    the 75950th batch, loss is: 0.08347046   
    the 76000th batch, loss is: 0.08941148   
    the 76050th batch, loss is: 0.07019933   
    the 76100th batch, loss is: 0.08658478   
    the 76150th batch, loss is: 0.08367363   
    the 76200th batch, loss is: 0.08409823   
    the 76250th batch, loss is: 0.06742401   
    the 76300th batch, loss is: 0.08652938   
    the 76350th batch, loss is: 0.08975773   
    the 76400th batch, loss is: 0.089295     
    the 76450th batch, loss is: 0.07568825   
    the 76500th batch, loss is: 0.08215345   
    the 76550th batch, loss is: 0.09045292   
    the 76600th batch, loss is: 0.10031071   
    the 76650th batch, loss is: 0.09143999   
    the 76700th batch, loss is: 0.07887658   
    the 76750th batch, loss is: 0.10563149   
    the 76800th batch, loss is: 0.09201957   
    the 76850th batch, loss is: 0.08227465   
    the 76900th batch, loss is: 0.08461069   
    the 76950th batch, loss is: 0.08868958   
    the 77000th batch, loss is: 0.07906151   
    the 77050th batch, loss is: 0.10076729   
    the 77100th batch, loss is: 0.08741222   
    the 77150th batch, loss is: 0.08180543   
    the 77200th batch, loss is: 0.08150275   
    the 77250th batch, loss is: 0.09770248   
    the 77300th batch, loss is: 0.07588217   
    the 77350th batch, loss is: 0.09915745   
    the 77400th batch, loss is: 0.08830083   
    the 77450th batch, loss is: 0.08547119   
    the 77500th batch, loss is: 0.08738068   
    the 77550th batch, loss is: 0.09398323   
    the 77600th batch, loss is: 0.0795471    
    the 77650th batch, loss is: 0.08878662   
    the 77700th batch, loss is: 0.09957799   
    the 77750th batch, loss is: 0.08854404   
    the 77800th batch, loss is: 0.08732416   
    the 77850th batch, loss is: 0.08236166   
('Epoch: ', 26, 'lr is: [0.001]')
    the 77900th batch, loss is: 0.08822656   
    the 77950th batch, loss is: 0.07524383   
    the 78000th batch, loss is: 0.09539064   
    the 78050th batch, loss is: 0.08851303   
    the 78100th batch, loss is: 0.07532211   
    the 78150th batch, loss is: 0.08945277   
    the 78200th batch, loss is: 0.08160365   
    the 78250th batch, loss is: 0.07132695   
    the 78300th batch, loss is: 0.08001933   
    the 78350th batch, loss is: 0.06904819   
    the 78400th batch, loss is: 0.08513198   
    the 78450th batch, loss is: 0.08342582   
    the 78500th batch, loss is: 0.08408821   
    the 78550th batch, loss is: 0.08420669   
    the 78600th batch, loss is: 0.09521431   
    the 78650th batch, loss is: 0.08900396   
    the 78700th batch, loss is: 0.08220841   
    the 78750th batch, loss is: 0.07463624   
    the 78800th batch, loss is: 0.08034179   
    the 78850th batch, loss is: 0.08427054   
    the 78900th batch, loss is: 0.08097709   
    the 78950th batch, loss is: 0.09066808   
    the 79000th batch, loss is: 0.07458407   
    the 79050th batch, loss is: 0.08877857   
    the 79100th batch, loss is: 0.08550167   
    the 79150th batch, loss is: 0.08016208   
    the 79200th batch, loss is: 0.0777174    
    the 79250th batch, loss is: 0.09051048   
    the 79300th batch, loss is: 0.08026896   
    the 79350th batch, loss is: 0.07854621   
    the 79400th batch, loss is: 0.08641661   
    the 79450th batch, loss is: 0.07942864   
    the 79500th batch, loss is: 0.07914739   
    the 79550th batch, loss is: 0.0746148    
    the 79600th batch, loss is: 0.07890529   
    the 79650th batch, loss is: 0.06882211   
    the 79700th batch, loss is: 0.08933866   
    the 79750th batch, loss is: 0.08757208   
    the 79800th batch, loss is: 0.08046409   
    the 79850th batch, loss is: 0.08301073   
    the 79900th batch, loss is: 0.08129383   
    the 79950th batch, loss is: 0.10248462   
    the 80000th batch, loss is: 0.0860046    
    the 80050th batch, loss is: 0.08340405   
    the 80100th batch, loss is: 0.07853975   
    the 80150th batch, loss is: 0.07733004   
    the 80200th batch, loss is: 0.09800909   
    the 80250th batch, loss is: 0.0880483    
    the 80300th batch, loss is: 0.08689314   
    the 80350th batch, loss is: 0.08838288   
    the 80400th batch, loss is: 0.08496545   
    the 80450th batch, loss is: 0.06362274   
    the 80500th batch, loss is: 0.09755585   
    the 80550th batch, loss is: 0.07945018   
    the 80600th batch, loss is: 0.07794456   
    the 80650th batch, loss is: 0.07491688   
    the 80700th batch, loss is: 0.08551612   
    the 80750th batch, loss is: 0.07075761   
    the 80800th batch, loss is: 0.08810712   
    the 80850th batch, loss is: 0.07608464   
('Epoch: ', 27, 'lr is: [0.001]')
    the 80900th batch, loss is: 0.09457062   
    the 80950th batch, loss is: 0.07337997   
    the 81000th batch, loss is: 0.07983647   
    the 81050th batch, loss is: 0.0842837    
    the 81100th batch, loss is: 0.07886749   
    the 81150th batch, loss is: 0.08791148   
    the 81200th batch, loss is: 0.07487331   
    the 81250th batch, loss is: 0.10458232   
    the 81300th batch, loss is: 0.12597921   
    the 81350th batch, loss is: 0.08721396   
    the 81400th batch, loss is: 0.07584706   
    the 81450th batch, loss is: 0.07259511   
    the 81500th batch, loss is: 0.08517034   
    the 81550th batch, loss is: 0.10362467   
    the 81600th batch, loss is: 0.06815093   
    the 81650th batch, loss is: 0.08240873   
    the 81700th batch, loss is: 0.07042839   
    the 81750th batch, loss is: 0.07840981   
    the 81800th batch, loss is: 0.09435898   
    the 81850th batch, loss is: 0.06753473   
    the 81900th batch, loss is: 0.07590955   
    the 81950th batch, loss is: 0.08065235   
    the 82000th batch, loss is: 0.07287851   
    the 82050th batch, loss is: 0.07115927   
    the 82100th batch, loss is: 0.08139118   
    the 82150th batch, loss is: 0.08280731   
    the 82200th batch, loss is: 0.12357219   
    the 82250th batch, loss is: 0.09525681   
    the 82300th batch, loss is: 0.06942692   
    the 82350th batch, loss is: 0.08387479   
    the 82400th batch, loss is: 0.08354385   
    the 82450th batch, loss is: 0.09142216   
    the 82500th batch, loss is: 0.09003491   
    the 82550th batch, loss is: 0.07598944   
    the 82600th batch, loss is: 0.09667111   
    the 82650th batch, loss is: 0.07448152   
    the 82700th batch, loss is: 0.0994537    
    the 82750th batch, loss is: 0.07487199   
    the 82800th batch, loss is: 0.08576701   
    the 82850th batch, loss is: 0.06536064   
    the 82900th batch, loss is: 0.09961949   
    the 82950th batch, loss is: 0.086547     
    the 83000th batch, loss is: 0.09010338   
    the 83050th batch, loss is: 0.08066088   
    the 83100th batch, loss is: 0.08398026   
    the 83150th batch, loss is: 0.09414063   
    the 83200th batch, loss is: 0.08367973   
    the 83250th batch, loss is: 0.08660903   
    the 83300th batch, loss is: 0.08887129   
    the 83350th batch, loss is: 0.07026287   
    the 83400th batch, loss is: 0.10237388   
    the 83450th batch, loss is: 0.10465954   
    the 83500th batch, loss is: 0.0725597    
    the 83550th batch, loss is: 0.08738317   
    the 83600th batch, loss is: 0.09405187   
    the 83650th batch, loss is: 0.08504471   
    the 83700th batch, loss is: 0.0913935    
    the 83750th batch, loss is: 0.08463974   
    the 83800th batch, loss is: 0.07739431   
    the 83850th batch, loss is: 0.08948574   
('Epoch: ', 28, 'lr is: [0.001]')
    the 83900th batch, loss is: 0.07438948   
    the 83950th batch, loss is: 0.07878157   
    the 84000th batch, loss is: 0.07825815   
    the 84050th batch, loss is: 0.07978483   
    the 84100th batch, loss is: 0.06849804   
    the 84150th batch, loss is: 0.0895246    
    the 84200th batch, loss is: 0.07507928   
    the 84250th batch, loss is: 0.07650559   
    the 84300th batch, loss is: 0.08438741   
    the 84350th batch, loss is: 0.08071393   
    the 84400th batch, loss is: 0.07887184   
    the 84450th batch, loss is: 0.06913953   
    the 84500th batch, loss is: 0.07245316   
    the 84550th batch, loss is: 0.06848083   
    the 84600th batch, loss is: 0.07423676   
    the 84650th batch, loss is: 0.07563597   
    the 84700th batch, loss is: 0.07955538   
    the 84750th batch, loss is: 0.08989441   
    the 84800th batch, loss is: 0.07796893   
    the 84850th batch, loss is: 0.07064241   
    the 84900th batch, loss is: 0.07428418   
    the 84950th batch, loss is: 0.08136649   
    the 85000th batch, loss is: 0.07768854   
    the 85050th batch, loss is: 0.08021829   
    the 85100th batch, loss is: 0.07218289   
    the 85150th batch, loss is: 0.06898823   
    the 85200th batch, loss is: 0.07909434   
    the 85250th batch, loss is: 0.07370412   
    the 85300th batch, loss is: 0.07227742   
    the 85350th batch, loss is: 0.08326411   
    the 85400th batch, loss is: 0.07700615   
    the 85450th batch, loss is: 0.08805748   
    the 85500th batch, loss is: 0.07896439   
    the 85550th batch, loss is: 0.0824902    
    the 85600th batch, loss is: 0.08550101   
    the 85650th batch, loss is: 0.09841646   
    the 85700th batch, loss is: 0.08041725   
    the 85750th batch, loss is: 0.09064624   
    the 85800th batch, loss is: 0.07469539   
    the 85850th batch, loss is: 0.08118641   
    the 85900th batch, loss is: 0.08333671   
    the 85950th batch, loss is: 0.09091622   
    the 86000th batch, loss is: 0.07699084   
    the 86050th batch, loss is: 0.08525737   
    the 86100th batch, loss is: 0.08198957   
    the 86150th batch, loss is: 0.07674594   
    the 86200th batch, loss is: 0.07038288   
    the 86250th batch, loss is: 0.07590386   
    the 86300th batch, loss is: 0.0764905    
    the 86350th batch, loss is: 0.08726186   
    the 86400th batch, loss is: 0.07808596   
    the 86450th batch, loss is: 0.07703624   
    the 86500th batch, loss is: 0.08096141   
    the 86550th batch, loss is: 0.09218349   
    the 86600th batch, loss is: 0.09501155   
    the 86650th batch, loss is: 0.08247896   
    the 86700th batch, loss is: 0.07115603   
    the 86750th batch, loss is: 0.08035175   
    the 86800th batch, loss is: 0.07707029   
    the 86850th batch, loss is: 0.08869513   
('Epoch: ', 29, 'lr is: [0.001]')
    the 86900th batch, loss is: 0.07977573   
    the 86950th batch, loss is: 0.08134089   
    the 87000th batch, loss is: 0.08648178   
    the 87050th batch, loss is: 0.06337912   
    the 87100th batch, loss is: 0.07921546   
    the 87150th batch, loss is: 0.08444366   
    the 87200th batch, loss is: 0.07705858   
    the 87250th batch, loss is: 0.08057461   
    the 87300th batch, loss is: 0.06666692   
    the 87350th batch, loss is: 0.08176085   
    the 87400th batch, loss is: 0.07862072   
    the 87450th batch, loss is: 0.09397723   
    the 87500th batch, loss is: 0.06692322   
    the 87550th batch, loss is: 0.08114375   
    the 87600th batch, loss is: 0.08646658   
    the 87650th batch, loss is: 0.09684863   
    the 87700th batch, loss is: 0.07594051   
    the 87750th batch, loss is: 0.0915987    
    the 87800th batch, loss is: 0.12209507   
    the 87850th batch, loss is: 0.07830422   
    the 87900th batch, loss is: 0.08072551   
    the 87950th batch, loss is: 0.07904486   
    the 88000th batch, loss is: 0.09204058   
    the 88050th batch, loss is: 0.07876892   
    the 88100th batch, loss is: 0.08359559   
    the 88150th batch, loss is: 0.07475823   
    the 88200th batch, loss is: 0.06850142   
    the 88250th batch, loss is: 0.08217735   
    the 88300th batch, loss is: 0.0797838    
    the 88350th batch, loss is: 0.07651172   
    the 88400th batch, loss is: 0.07771139   
    the 88450th batch, loss is: 0.08669309   
    the 88500th batch, loss is: 0.08140558   
    the 88550th batch, loss is: 0.0831755    
    the 88600th batch, loss is: 0.07503282   
    the 88650th batch, loss is: 0.0817957    
    the 88700th batch, loss is: 0.08522438   
    the 88750th batch, loss is: 0.07280406   
    the 88800th batch, loss is: 0.07498926   
    the 88850th batch, loss is: 0.08044595   
    the 88900th batch, loss is: 0.07341992   
    the 88950th batch, loss is: 0.06947511   
    the 89000th batch, loss is: 0.08352647   
    the 89050th batch, loss is: 0.07832432   
    the 89100th batch, loss is: 0.06931843   
    the 89150th batch, loss is: 0.0718582    
    the 89200th batch, loss is: 0.08775592   
    the 89250th batch, loss is: 0.08384578   
    the 89300th batch, loss is: 0.10551934   
    the 89350th batch, loss is: 0.0949626    
    the 89400th batch, loss is: 0.07755948   
    the 89450th batch, loss is: 0.09182841   
    the 89500th batch, loss is: 0.08454568   
    the 89550th batch, loss is: 0.07871021   
    the 89600th batch, loss is: 0.07793169   
    the 89650th batch, loss is: 0.1100492    
    the 89700th batch, loss is: 0.09159479   
    the 89750th batch, loss is: 0.08009201   
    the 89800th batch, loss is: 0.08014483   
('Epoch: ', 30, 'lr is: [0.001]')
    the 89850th batch, loss is: 0.08572559   
    the 89900th batch, loss is: 0.07392443   
    the 89950th batch, loss is: 0.07429947   
    the 90000th batch, loss is: 0.08172434   
    the 90050th batch, loss is: 0.07784052   
    the 90100th batch, loss is: 0.09433717   
    the 90150th batch, loss is: 0.08165535   
    the 90200th batch, loss is: 0.08187728   
    the 90250th batch, loss is: 0.10455353   
    the 90300th batch, loss is: 0.07864416   
    the 90350th batch, loss is: 0.06582667   
    the 90400th batch, loss is: 0.07051536   
    the 90450th batch, loss is: 0.07731535   
    the 90500th batch, loss is: 0.10224695   
    the 90550th batch, loss is: 0.08519379   
    the 90600th batch, loss is: 0.08380508   
    the 90650th batch, loss is: 0.07102396   
    the 90700th batch, loss is: 0.08306645   
    the 90750th batch, loss is: 0.08154257   
    the 90800th batch, loss is: 0.07355867   
    the 90850th batch, loss is: 0.08319911   
    the 90900th batch, loss is: 0.07794157   
    the 90950th batch, loss is: 0.07657526   
    the 91000th batch, loss is: 0.06800653   
    the 91050th batch, loss is: 0.08388353   
    the 91100th batch, loss is: 0.072537     
    the 91150th batch, loss is: 0.08091195   
    the 91200th batch, loss is: 0.09196832   
    the 91250th batch, loss is: 0.07112487   
    the 91300th batch, loss is: 0.06953687   
    the 91350th batch, loss is: 0.08977533   
    the 91400th batch, loss is: 0.07436919   
    the 91450th batch, loss is: 0.09259062   
    the 91500th batch, loss is: 0.07876889   
    the 91550th batch, loss is: 0.07817473   
    the 91600th batch, loss is: 0.07164141   
    the 91650th batch, loss is: 0.0750256    
    the 91700th batch, loss is: 0.10039204   
    the 91750th batch, loss is: 0.08507687   
    the 91800th batch, loss is: 0.074442     
    the 91850th batch, loss is: 0.06790579   
    the 91900th batch, loss is: 0.07238584   
    the 91950th batch, loss is: 0.09326875   
    the 92000th batch, loss is: 0.08007108   
    the 92050th batch, loss is: 0.08076414   
    the 92100th batch, loss is: 0.08065783   
    the 92150th batch, loss is: 0.08605225   
    the 92200th batch, loss is: 0.07331081   
    the 92250th batch, loss is: 0.07043306   
    the 92300th batch, loss is: 0.08323117   
    the 92350th batch, loss is: 0.07581822   
    the 92400th batch, loss is: 0.09554817   
    the 92450th batch, loss is: 0.08523036   
    the 92500th batch, loss is: 0.0827636    
    the 92550th batch, loss is: 0.08356678   
    the 92600th batch, loss is: 0.07172021   
    the 92650th batch, loss is: 0.08127919   
    the 92700th batch, loss is: 0.08639104   
    the 92750th batch, loss is: 0.07530511   
    the 92800th batch, loss is: 0.06721149   
('Epoch: ', 31, 'lr is: [0.001]')
    the 92850th batch, loss is: 0.07224181   
    the 92900th batch, loss is: 0.07967827   
    the 92950th batch, loss is: 0.07050721   
    the 93000th batch, loss is: 0.08427539   
    the 93050th batch, loss is: 0.07566393   
    the 93100th batch, loss is: 0.07436977   
    the 93150th batch, loss is: 0.09150369   
    the 93200th batch, loss is: 0.0659112    
    the 93250th batch, loss is: 0.06830043   
    the 93300th batch, loss is: 0.06930117   
    the 93350th batch, loss is: 0.08265235   
    the 93400th batch, loss is: 0.06426722   
    the 93450th batch, loss is: 0.08320845   
    the 93500th batch, loss is: 0.07969788   
    the 93550th batch, loss is: 0.06485675   
    the 93600th batch, loss is: 0.06882755   
    the 93650th batch, loss is: 0.07816051   
    the 93700th batch, loss is: 0.09131588   
    the 93750th batch, loss is: 0.06553305   
    the 93800th batch, loss is: 0.07246319   
    the 93850th batch, loss is: 0.0783189    
    the 93900th batch, loss is: 0.08367807   
    the 93950th batch, loss is: 0.06100447   
    the 94000th batch, loss is: 0.06852847   
    the 94050th batch, loss is: 0.07639956   
    the 94100th batch, loss is: 0.07471692   
    the 94150th batch, loss is: 0.08433743   
    the 94200th batch, loss is: 0.06656002   
    the 94250th batch, loss is: 0.07602542   
    the 94300th batch, loss is: 0.08410297   
    the 94350th batch, loss is: 0.05765304   
    the 94400th batch, loss is: 0.07952556   
    the 94450th batch, loss is: 0.07007961   
    the 94500th batch, loss is: 0.07571778   
    the 94550th batch, loss is: 0.0884193    
    the 94600th batch, loss is: 0.07449802   
    the 94650th batch, loss is: 0.06913397   
